cardiac_risk,stress_label,fatigue_label,stress_ratio,emg_rms
1,1,0,84.13138851275379,0.1989270749525313
1,1,1,145.90526413377034,1.0017608037383094
0,1,1,153.752844513148,0.9698241045163621
0,1,1,105.31799745684076,0.969460891278301
0,0,0,0.13184357648463876,0.20158039514568285
1,1,0,141.57349173181638,0.2023193160541662
0,0,0,0.13107422633424545,0.20633062488557372
0,1,0,87.25988790920101,0.20413123541233677
1,1,1,94.98174218777866,1.0041085534828589
0,1,1,87.39625391754976,1.0151482040340667
0,0,1,0.12182404953843062,0.984310689609955
0,0,0,0.1428110120777818,0.200194725326344
0,0,1,0.13904715990035693,1.009804115044859
0,0,0,0.13549093298042267,0.19623432388537637
1,1,0,105.09364822651487,0.20214115095402097
0,0,0,0.09628553186909894,0.19728604035250477
1,0,1,0.1288388705621556,1.0036119095674534
0,1,1,115.47295476454339,1.0180444613532411
0,0,0,0.12189599853354285,0.20411855220598477
0,0,1,0.10724583691014265,1.0104372821838865
0,1,0,97.4918566710873,0.19884860742677235
0,0,0,0.11457382960059509,0.1943450326226603
0,0,1,0.13534143807468516,0.9982935478150047
0,1,1,85.84734203266744,1.006472139008833
1,0,1,0.1309221124413436,1.0004735713856638
0,0,0,0.1277019011011566,0.19638535282143021
0,0,1,0.1038952311644322,0.984181045606199
0,1,0,81.60641200523166,0.19845358025931914
0,0,0,0.1262060427867866,0.19799549319406715
0,1,0,111.34915586417567,0.19941496285243496
0,1,0,95.06391918330517,0.20238134166297678
0,1,0,109.69882513488531,0.20289199775740563
0,1,1,141.86209098582142,1.0348921802226603
1,0,1,0.13489102558470326,0.9893229199185676
0,0,0,0.15698624078017465,0.2001918040548368
0,1,0,147.58743516363887,0.19822755997406552
0,0,1,0.10717435063662104,0.9791276478520441
0,0,1,0.1172179902675308,0.99522731092433
0,1,1,113.17071914719773,0.9985285298045795
0,0,1,0.1808219434075739,1.000402079919143
0,0,1,0.09793016617362657,0.9850166682567371
1,0,1,0.1327582251587697,0.9831377724249897
1,1,0,97.03118223575434,0.20183652682383707
0,0,1,0.1383002935534603,1.0215449979528153
1,1,1,108.95584298827072,0.9947299466945522
0,0,1,0.11365764241682556,0.9963292115166489
0,1,0,105.99805239354012,0.20117305630914883
0,0,1,0.13071630290636418,1.0272739716908494
0,1,0,116.86681896010214,0.20212162121561414
0,0,0,0.1102488041723749,0.2025167972371725
0,1,1,94.11652132573559,1.0079122492246204
0,0,0,0.12780378838474324,0.20067804817047566
1,1,1,89.3324090282655,0.9942410837191555
0,1,1,107.82597289374117,1.0025087587751709
0,1,1,80.92295142190173,0.9829556314845416
0,0,0,0.12660412219095318,0.19989854900397355
1,0,1,0.1283615167805105,1.0110723320263684
0,0,0,0.15350249933988766,0.19667364100059795
1,0,0,0.13391069234196823,0.20235133944692293
1,0,1,0.1306155354466301,0.999111771031197
0,1,0,85.86763744044102,0.1988828939770862
1,0,1,0.11644684224690045,1.013222755089947
0,0,1,0.1380802666432662,0.9967892646010887
0,1,0,93.68480260070142,0.2007098135231181
1,0,0,0.1245751664462088,0.2019741485083794
0,0,0,0.12417539848448358,0.20123287267796747
0,0,0,0.10987146036185313,0.19949063975619824
0,1,0,130.9435282679509,0.20247021098787826
0,0,0,0.1275124513273421,0.2025684617320292
1,0,1,0.10685377140818032,0.9956327225350555
0,1,1,126.42111772385233,1.0110214515657734
0,0,1,0.13384147726771187,1.0260369750834695
0,0,1,0.1159903271381012,1.0036837372339829
1,0,1,0.131302093200075,1.0034042339112441
1,1,1,82.23130600250495,1.0205825006174487
0,1,1,137.3589149516746,1.0161452206302617
1,0,0,0.10840676625893822,0.20112296344579106
0,0,1,0.10462489021145123,1.0081159740118237
1,0,0,0.12148005968942568,0.20135541763152884
1,0,0,0.1300658266389957,0.20116614125400847
1,0,0,0.16032811998550078,0.198660027133506
0,0,0,0.1518639836934081,0.19937846555429745
0,0,0,0.12747477819093472,0.19876689795694935
1,1,1,118.80497328198734,1.0222368047295933
0,1,0,114.14812060981905,0.19794637244175653
0,0,1,0.11533774518101914,1.019706892576244
0,0,0,0.1411626023522372,0.20056611876191813
0,0,1,0.10371554349560237,0.9962683649979385
0,0,1,0.15471853388751275,1.0070408495603644
0,1,0,86.44218725419252,0.20122022120637456
1,0,0,0.1267688216670801,0.19939489748946723
0,0,1,0.12189571787477411,1.0257062079681387
1,0,1,0.12571062963192123,0.9981094847418789
0,1,0,88.91405132580311,0.2000867496180637
1,0,0,0.11899031657640202,0.20004827435328826
1,1,0,66.58927164857329,0.20059264061353219
1,0,0,0.12019646462193241,0.20001745181216957
0,0,0,0.13995506530506185,0.20280191435067152
0,0,0,0.1493203511121617,0.19547788586629658
0,1,0,114.76806974942005,0.20132368971229303
0,1,0,103.51955306137019,0.20242033583878974
0,1,0,144.15263438675774,0.19798810136494735
0,1,0,104.47168578958312,0.20333346565015226
1,0,0,0.12458252575129841,0.19632221915241876
0,1,1,114.37849581872659,0.9955414136144648
0,1,0,114.59583199259806,0.1984216087765569
1,1,0,96.28280779486245,0.19936113760547838
0,0,1,0.11522049289820563,1.007481752536444
0,0,1,0.16557726840255296,1.0008586698608501
0,0,0,0.11790729931941939,0.20394384445102337
1,1,1,119.07956631913876,0.9742856682372221
0,1,0,119.30525569048159,0.19977631691538458
0,0,1,0.10911436389094377,0.9874814185282272
0,0,1,0.18390770541661103,0.9943752191396664
1,0,0,0.1226448046780604,0.20426541378941043
0,1,0,140.275092875879,0.20038943358675299
0,1,0,83.84062432301663,0.19496539912594782
1,0,1,0.1354388745640189,0.9893105659010817
1,1,1,87.92327363997643,0.9932866718519386
0,1,0,108.0160976891117,0.1972908227751401
1,0,0,0.1142245935767899,0.19618772417331187
0,0,1,0.12892274751574895,1.004687598155774
0,1,0,113.79520265055608,0.20336225888153292
1,1,1,107.66795406469448,1.0007906318202306
0,0,0,0.11740769421942253,0.1995009082862458
1,1,1,114.32810169812699,1.0038222753029893
0,0,0,0.13294971628955757,0.19856568543400166
0,1,1,130.72082209699872,0.985381547566146
1,1,1,119.28760473325858,0.9980488588289332
1,1,0,75.69673250946924,0.1989318672928702
0,0,0,0.1171180354929905,0.20506640254282635
1,1,1,135.91494843966268,1.0035695117906847
0,1,1,143.93814942157894,0.9887685975840632
1,1,1,90.22657169735518,1.0198339393290887
1,0,1,0.13272433830796268,0.9945633478969349
0,1,0,128.18632326699483,0.19810044424805498
0,1,1,112.62927622657932,1.0136010795473902
1,1,1,156.28402759991488,1.0177708671150356
0,0,0,0.11036101010804857,0.19979721207020817
1,0,1,0.1281133907965897,0.9806919723122859
0,0,0,0.15698767423918114,0.19944422999655492
1,1,0,185.3289503700074,0.19978508843700737
0,1,1,145.21965008750635,0.9895958980999243
1,1,1,98.9875314554453,1.0100043952598972
1,1,0,161.28559675507378,0.20465540114697406
1,0,1,0.13498500774685127,0.9994223889454309
0,1,0,106.00695358800547,0.20242881427172096
0,1,0,109.31933599637574,0.2003405181285954
0,1,0,101.14930732026812,0.19875342101851323
0,0,0,0.0988824132852083,0.2002746328274441
0,0,0,0.11699605234897437,0.20008082520168988
1,0,1,0.11708782236470243,1.0043540906831194
0,0,1,0.13054271477807766,0.9876002359930278
0,1,0,98.97446196195803,0.19666285211621776
0,1,1,110.46304020355231,1.0032001206958228
1,1,0,82.32045935427266,0.2003591863045154
0,1,0,105.85788225021061,0.20101764864180188
0,1,1,101.52580943044958,1.0001886852049826
0,1,0,105.69263183181197,0.20363648395254083
0,0,1,0.17939538271460123,0.9973465494003664
0,0,0,0.13481184218098374,0.20177450301669045
0,0,0,0.13579640590011985,0.1986592218747424
1,0,0,0.1512907296397832,0.19720626981410927
0,1,1,95.82978928612512,1.004051436341119
0,1,0,93.4492248330589,0.19910110866566783
0,0,0,0.150925423900783,0.20014085358839837
1,0,0,0.11116694836288876,0.2005705830870642
1,0,1,0.15304154862163952,0.9912772941783845
0,0,1,0.12759655846536797,0.9859066028151935
0,1,0,108.0187117870505,0.19922872120469273
0,0,1,0.12579817188152229,0.9970293096980472
0,1,1,121.00100742170761,1.0151655946844842
0,1,1,90.31988778474377,0.9952255982236757
1,0,1,0.16004841079147042,1.0049973520694653
1,1,1,112.46167869980816,0.9587465708814504
1,1,0,117.24257320162471,0.19714336170734387
0,0,1,0.13543443127336688,1.0315311964699818
0,0,1,0.13868767720311825,0.9996530475240857
0,0,1,0.12413645184626881,1.0114608661868414
1,1,1,81.25987333675963,0.9836996972064411
1,1,1,72.60046667782346,0.9897993194194584
0,0,0,0.11425577101463869,0.19956752930031135
0,1,0,130.9794011785488,0.20277564918448907
1,1,1,109.52984147754931,1.0152557908552773
1,0,1,0.11134857312819592,0.9919650909120148
0,1,1,91.03393335436216,0.9825364176507447
0,0,0,0.15695472046057501,0.19643058012109957
0,0,0,0.09804127888030696,0.19687376421363426
1,1,0,162.9865646015855,0.20388174959623281
0,1,0,91.9846588329451,0.19975279259071654
1,0,1,0.10532480879108065,0.9950661845892556
0,0,1,0.11376621633030579,0.993918329067715
1,1,0,104.28794492662826,0.1999395410411841
1,1,0,113.53069774154383,0.20025415913051225
0,0,1,0.1323812021412713,0.9968122606039563
1,0,1,0.1450703450252339,0.9909580828120331
0,1,1,116.37957285273578,1.0113879950995888
0,0,0,0.12560268143327022,0.1980759689746176
0,1,1,94.68486185586436,1.016631340796971
0,1,0,105.87432194513488,0.2023113446845406
1,1,0,123.07097494729487,0.195522713297721
0,0,1,0.11529001477666856,0.9906640902549474
1,1,0,147.36577696945926,0.19673594651984408
1,0,0,0.09343680734051729,0.1987763415755847
0,0,1,0.1309749784718747,1.0011844313884966
0,1,0,130.6460274156818,0.1959708590463954
0,0,0,0.10777855851058234,0.19902311079592974
1,0,1,0.11677842267500724,0.9839036577418486
0,1,1,138.22344782838715,0.9906086559912272
0,0,0,0.11189867154358137,0.20578584975782357
1,1,1,129.76547017357623,1.0038616176217021
0,1,1,75.21671872163114,1.006006459373448
0,1,1,86.6810839073403,1.0210146519561085
0,1,1,108.0876332829403,0.9981797426405391
0,0,0,0.1297496152577252,0.20753085264505947
1,1,1,88.21465815543286,0.9888306046003345
0,0,1,0.14103248521800235,0.9986874852229746
0,1,1,129.51531818179944,0.9715604219933776
0,1,1,110.49056260522516,0.9987914156099698
0,0,1,0.16066177079099947,0.9873486981705702
0,0,0,0.12257032865551455,0.19954295574976164
0,1,1,93.85316422505754,0.9974724189176928
0,1,0,130.74825420356711,0.19668885737990982
0,1,1,98.44976214902103,1.0010869007384273
0,1,1,109.29284684388904,1.007965815880696
1,0,0,0.09720743010078142,0.19833344452094234
0,1,0,124.9178256291474,0.20074432990559274
0,0,1,0.13348705008667766,1.008346405455321
1,0,1,0.14265920986783032,1.0099859589699465
0,1,0,167.5277458492587,0.19883752541054048
0,1,1,84.23238686974467,0.9788578020099477
1,0,1,0.13892199532827618,0.9971797757145885
0,1,0,119.96857935328127,0.20260686579064932
0,1,1,129.6418501241444,0.9811015549422528
1,0,0,0.10080103888614507,0.20098903578032212
0,0,1,0.11536392247429311,1.0074921392996965
0,1,0,131.0107657402268,0.19542990964082965
0,0,0,0.14511963655460883,0.1998509548935745
0,1,0,129.88732549997758,0.19967475143915397
0,1,1,138.60221886714712,1.003958519524976
0,1,0,87.88667074923569,0.19955585176916724
0,0,0,0.161188970284695,0.20018911469117967
1,1,1,114.69212576284124,0.9804291622750687
0,0,1,0.11120253186307791,0.9983144653777718
1,1,1,121.34153704925774,1.0087257465894621
0,0,1,0.10939818267030313,1.006678209848215
0,1,1,69.69157930769835,0.9956243179453709
0,0,1,0.15142580113697568,1.0084397639813774
1,0,0,0.12021033521768364,0.2017789045655253
1,1,0,88.03655754658227,0.19920650150862146
0,0,0,0.11107405082374228,0.19738022528426613
0,1,0,103.46009461529515,0.20192269649792974
1,0,0,0.1265631879488188,0.19861202166205594
1,0,1,0.1549531884182426,1.0124538426120373
1,1,0,136.60097510677352,0.1996766168040029
0,0,0,0.13281823602570966,0.20021046347564467
0,1,1,136.55752944548246,1.0044933735833381
0,0,0,0.12275325480010492,0.20199668286548722
0,1,0,92.41335004657589,0.20215382486267985
1,1,0,134.60924588138352,0.1972932399712566
0,1,0,92.07951049920368,0.20298375335479676
0,0,0,0.13008974632384007,0.1977959109773936
0,1,0,93.76084571044316,0.20050086856473645
1,0,1,0.1303715943115618,0.9922125405590773
0,0,0,0.10849284050038042,0.19796981191898264
1,1,1,79.41458023842263,1.0035264567487694
1,1,1,111.79657946250417,0.9729355092930964
0,1,1,95.83977020272786,0.9777159782082595
0,0,1,0.1070398741777843,1.0063166748761636
0,1,1,100.90323547764204,0.9962501923064299
1,1,1,102.07118407604939,0.9871675931573883
1,0,1,0.1117433267808,0.9995007487239861
0,1,1,100.10459621025966,1.0200948238223666
0,1,1,106.6409308289466,0.9941105695831083
0,0,1,0.15237028586319082,0.9857601927504269
1,0,1,0.119167487749411,0.9758813218279466
0,0,1,0.13610485367393135,1.0162161635636435
1,0,0,0.10950853966692956,0.19805876346116658
0,1,1,111.73549736522406,1.0018493908787562
0,1,1,80.9968768474541,1.00279735919791
1,0,0,0.14284391661477805,0.20081705446044743
0,1,0,99.3732990932306,0.20059218509965518
0,1,0,78.569968804784,0.19971783816733657
0,1,0,204.62078404812252,0.19851676327420453
0,0,1,0.138165865317711,1.0053327445137903
0,1,1,136.90157726917573,0.9992794613170995
1,1,0,78.60661891396322,0.20168981259849852
0,0,0,0.1041781269096604,0.19653030647914518
1,0,0,0.1438565033296938,0.19781651518097276
1,0,1,0.14961400504305888,1.0335966979459739
0,0,1,0.1602698913933844,1.013406528378831
0,1,0,103.95264369485356,0.2003239021460705
0,1,1,148.10002650536876,0.9932816529988638
1,1,0,97.58292860681507,0.20475019734604097
0,0,1,0.10679824791210109,1.016310302861499
1,1,0,103.4326408637593,0.2013965886547014
1,0,1,0.10476712423012191,1.0231391088409523
1,0,1,0.1194763382429746,1.0125854853799392
0,0,1,0.10154834796318789,0.9946777021967087
0,0,0,0.11167028545094568,0.20215608534541696
0,0,1,0.15400069300687466,1.0133373578772724
0,1,1,140.10881051510032,1.0001467285330143
0,1,1,106.6047970214874,1.0044578543118126
0,1,0,190.65176681905714,0.20261674886142036
1,1,1,95.64820479055133,0.9941328331399263
1,1,0,113.76864625488452,0.20078708019640773
0,0,1,0.10969763069474749,0.9990412905265883
0,1,0,100.92610670952806,0.19661450032683345
1,1,0,105.96764190289666,0.1975582630380063
0,1,1,141.97886502184215,1.003111448552403
1,0,1,0.1285233686626297,1.0078306544917313
1,1,1,97.12835666956222,1.0032160980912999
1,0,1,0.1355775355049815,1.0076131630451546
0,1,1,81.5435797805828,0.9910364933313163
0,1,1,140.39129334397464,1.0061875664418987
1,0,0,0.11997263482016712,0.19979926132246148
1,1,0,104.01072467538444,0.20022459977561
1,0,0,0.1190638008115064,0.19414595366507445
0,0,1,0.09634856028794442,1.0012288695106626
0,0,0,0.0965169101180648,0.19834745098739892
0,1,1,148.77940081242465,0.9830990787474672
0,1,0,89.39403273983817,0.19632821114666063
1,0,0,0.13496982406718913,0.1967713348163552
0,1,1,74.70945042094621,0.9753760425826724
0,0,0,0.11999593863757982,0.1999932992576903
0,0,1,0.11384589295031822,1.008596429350117
1,0,1,0.12849422884018247,1.0041315058257836
1,1,1,87.72243384898076,1.0103703897056646
1,0,1,0.1330631194368852,1.0225933098910287
0,1,0,219.3308687915632,0.20284888943120916
1,0,0,0.17225731644377415,0.2007917968476358
1,0,1,0.1404469665799468,1.0000431148431863
1,0,0,0.11249129181203388,0.19988832967832695
0,0,1,0.13703909277800233,1.019923619893948
1,1,0,101.26666404430348,0.20015891639108335
0,0,0,0.13994277395030827,0.20091639307532771
1,1,0,89.9371855116737,0.20251045503076498
1,1,1,154.73456449553066,1.0064973703515256
0,0,0,0.11369770783785572,0.19224637566385377
1,1,1,126.64250271688228,1.0242449202820798
1,0,0,0.16964959810236122,0.19612212666513146
0,0,1,0.1332058204154506,0.9899600533791116
1,1,0,109.62602385256187,0.19818693889596
0,0,0,0.14270829088916742,0.2005175829831428
1,1,0,128.1824031611999,0.20266696760242758
0,1,0,119.26294459312858,0.19864929787416463
0,0,0,0.135580203025132,0.20237460131160823
0,1,1,78.40855462475508,0.9815750027045641
0,0,0,0.13965044802747373,0.194410134905943
0,1,0,142.75110024450643,0.20157628638996855
1,0,0,0.11996801673207262,0.20200584116955198
1,0,1,0.12528188382015054,1.0315345915993044
1,1,1,100.45096763988558,0.9963491049598416
0,1,0,102.76740453292977,0.20374971872745426
0,1,0,100.1814457501205,0.2038677621829057
0,1,0,126.11379159822225,0.1936576512838034
0,1,0,103.72528334293955,0.2022638062838447
1,1,1,101.50656115851729,1.0042900704515203
1,0,1,0.13544092629461274,0.9999305019598818
0,1,0,81.45628551983225,0.20083215403461904
0,0,0,0.10772494243374962,0.19726330647912704
0,1,0,107.45789298375837,0.20612733138313985
1,0,1,0.13602224478490893,1.0171321081086382
0,0,0,0.14141703870436773,0.19508262892924197
1,1,1,101.66107888518245,1.0074856136606245
0,0,0,0.154716302865347,0.2012248465929459
0,0,0,0.13415562797731076,0.1965243574109997
0,1,1,108.40558683559594,0.9652369012621984
0,0,0,0.11079981624433799,0.19864094611306357
1,0,0,0.11642852871002536,0.19810156833069556
1,1,1,116.98404246956645,0.9907688281606912
0,1,0,135.03430702292653,0.19874629317640866
0,1,0,162.32730938097515,0.20313687427462174
1,0,1,0.161798999685542,1.01554662836632
0,1,1,96.64944572307435,1.011131793092655
1,0,0,0.14041812281454655,0.1989948904402008
1,1,0,83.5437013100073,0.19705175435290334
0,0,0,0.12412099222217748,0.19881669766454058
0,0,0,0.11554803787855102,0.19831595964512128
0,0,0,0.14993390833680775,0.20021686598852168
0,1,0,155.0261516966335,0.20047847305574396
1,1,0,120.08278631912161,0.19696517819826892
0,1,1,181.76021688994553,0.9942794171489848
0,1,1,81.86629121545592,1.0129714268907475
1,1,0,137.67525574179345,0.2039758130156692
1,1,0,83.775255355128,0.20180277046527
0,1,0,112.0435614783391,0.20085505417801255
0,0,0,0.114252301580284,0.20027390739610673
0,1,1,103.55344494565294,1.0056610251218758
0,1,0,117.11446669246496,0.19531384081087033
0,0,1,0.14991979386808796,0.9845966107631192
0,1,1,130.05102181485285,1.0046776376135669
0,1,0,92.1342097118737,0.20088879517292874
0,0,1,0.13884038624672304,0.992247586648396
0,1,1,91.34227331868306,1.0106559846999263
0,0,1,0.13134657577638242,1.0165722396394605
1,1,1,131.02607401100113,0.9899681953159597
0,0,0,0.13277169916388226,0.199568229936988
0,0,0,0.10616585623609942,0.20185980446978485
0,0,0,0.12035292263662704,0.20285449348168597
1,0,1,0.13847756789846524,1.003860174634092
0,0,0,0.11135183972285831,0.20322670532180276
0,1,1,89.48763216129568,1.0046796573656358
0,1,0,97.81276585494818,0.1974955664123405
1,0,0,0.11509292474581072,0.19873598690810498
1,1,0,121.51233631828168,0.1985013909681239
1,1,1,93.99646546359219,0.9817242850698735
0,0,1,0.10725007178077366,1.0180609221720829
1,0,0,0.13582805167813347,0.20124780610775647
0,0,0,0.13032730251734545,0.19470892493570463
0,1,0,119.60219212912253,0.20706307688313907
0,0,0,0.13983350994040053,0.20069812775691265
0,1,0,87.2739856233757,0.20380595301386303
1,0,0,0.17855846500524775,0.20356832790243073
1,0,0,0.10821255619685308,0.20191132584349278
1,0,0,0.15225872733815554,0.20187763041626047
1,1,1,75.5584189047693,1.0092404825618277
0,1,0,90.73667818676601,0.1983016257169899
1,1,1,89.99625913798765,0.992748883021387
1,0,0,0.1409790645454486,0.1983072926524026
1,0,0,0.10229637583639295,0.19960899223875456
0,1,0,86.79005567906974,0.19940930966545667
0,0,1,0.14042689491326102,0.9949913891158917
0,1,1,103.5976709108523,1.0010864960221406
0,0,1,0.13716636782934394,0.9941676131484494
1,1,1,219.0185714241922,0.9953317741429658
0,0,1,0.12731173840233237,0.9846695114876787
1,0,1,0.14181750770925333,1.0151593133291723
0,1,1,119.85720657960701,0.9901643926149741
0,0,1,0.12097778729415742,0.9947957456126821
0,1,1,143.54656586702893,0.9981219991766508
0,0,0,0.13548850317758115,0.19794095861887925
1,0,0,0.15188272598261632,0.20196886999823657
1,0,0,0.10971459521114471,0.20282487514224878
0,0,0,0.16790257689740992,0.19980684217855432
1,0,1,0.123918511650141,0.9869665601143462
1,1,1,95.88322829276491,0.9870093290271333
1,1,0,179.13901841409077,0.1974327456556101
0,1,0,89.8099603551947,0.20316052262992795
1,1,1,109.40437199198331,0.9915402356793466
1,1,0,111.70648399785955,0.19855852682644762
1,1,1,113.16666548546853,1.0028076945699556
0,1,0,196.0475944056682,0.20273907343884198
1,0,0,0.1387355542534618,0.2000723390321608
0,0,1,0.1101473483211739,0.9725698261984229
0,1,1,117.31131444843594,1.0190450691448034
0,1,1,112.56782746308875,0.9841817332942416
0,1,0,106.65983710609132,0.203518366407004
1,0,1,0.16289980193565187,1.0216695721777067
0,1,1,79.16005075960442,0.9970043433410412
0,0,1,0.15346863969187913,1.0139105437677456
1,1,0,89.00868535569789,0.20227778863326365
0,0,0,0.13698035879617898,0.1966209767761822
1,0,1,0.09957844789656838,1.0050579727108
0,0,0,0.1058394575217152,0.19964669924074382
0,0,0,0.14517879335589673,0.20456343701211285
1,0,1,0.12696362032112407,1.0039983328623023
1,1,0,125.64787376893663,0.19488862833353077
0,1,1,130.04171963404707,0.9920845726739795
1,1,1,88.42512123440162,0.9979953356785229
0,1,1,123.26778666274919,1.027874633401979
0,1,0,112.10648498351479,0.20143623100366267
0,1,0,114.95856505267672,0.1987458800172158
0,0,1,0.15231044158378063,0.984571894060681
1,1,0,92.69499346649701,0.198148791536973
0,1,1,134.45153790591422,0.9992522110969568
0,0,0,0.13471428123234508,0.19754757609904236
1,0,1,0.13749874107108118,0.9939904382805684
0,0,1,0.105759982346765,0.9885101515889033
1,0,0,0.11087444167767152,0.1978743139146402
0,1,0,161.95994089683577,0.19899005996786417
0,0,1,0.10297080026686138,1.0120309408373354
0,1,1,110.58571788221292,0.9976392290241922
0,0,0,0.11221689905047963,0.20304627399362618
0,1,0,127.47686259139687,0.19831769394285695
0,0,0,0.15336036312103954,0.20058500882088967
0,0,1,0.12495257218674789,1.0171046465803233
0,1,1,97.93915110900258,1.0054269725356497
0,0,0,0.15878796012349872,0.19946413092057363
0,0,0,0.1209007867606485,0.20095665792528616
0,0,0,0.1161321439483211,0.19813284473130782
1,0,0,0.10358277007336478,0.20254163192017938
0,1,1,106.81881733821608,0.9952718294350631
1,0,1,0.15091565351784328,1.0166231024191763
0,0,0,0.14662803866294719,0.19907593200365015
1,1,0,96.76846280700804,0.19839264489598551
1,1,1,107.67654994811254,0.9924442008243669
0,1,1,124.27581047106034,0.986361227584802
0,1,0,117.99594780172995,0.20284996640734293
1,1,1,119.06770099934683,1.0178478696242488
0,1,1,172.3639761644457,1.0008762104434168
0,0,1,0.09833046773740084,0.9871113730785253
0,1,1,128.06270973158968,0.9956973805613633
1,1,1,122.84890219326093,1.0167880530200752
1,0,0,0.17422427428534085,0.20232824459257134
0,0,0,0.10532207186748349,0.1962839479422279
1,0,0,0.13268898428198575,0.2008523996329275
0,1,0,107.20753637805018,0.20152244415825213
0,0,1,0.11088579909480377,0.9984680412390533
0,1,1,77.48844842083612,1.0001588918891857
0,0,0,0.12697370196272068,0.20130498120189202
1,1,0,101.7581192747977,0.19690083195774571
0,1,1,134.0113583374511,1.02169781448857
0,1,1,149.95130810314177,0.9983244265177784
0,0,0,0.14318859048509394,0.19926402696088846
0,0,1,0.11833069601351995,1.0202710203136676
0,0,0,0.12464510315338762,0.1990315719132871
0,0,0,0.12473566225700743,0.19780632298806838
0,1,0,86.46696970686341,0.20143053965124275
0,0,1,0.10902682919654492,0.9990115835918245
0,0,0,0.15702957307949025,0.19449321734438513
1,1,0,89.47044301066616,0.19919338952776958
0,1,0,132.25922880521324,0.2012495944169753
1,1,0,100.78457948146672,0.20060290638365708
0,1,0,91.3391535388855,0.1999314939562385
1,1,1,132.08470832369952,1.0121679868513984
1,0,0,0.10698527271583559,0.20051438448470504
0,0,1,0.12356890761138822,0.9868156014839039
0,0,0,0.1262094744153475,0.19300307883357717
0,1,1,147.998153872254,1.0023008526621782
0,1,0,89.73453030998353,0.20074836132886176
0,1,1,127.09051886061128,1.0024894681425058
1,1,1,114.91429271543653,1.013571725645269
1,0,1,0.15421315419896864,1.0007720575366033
0,1,1,108.07139225397431,1.0043869616262155
0,0,0,0.1688200455239724,0.19928562606786268
0,1,0,123.86390737208662,0.2007143120555707
0,1,1,133.01246700299217,0.9921340068678699
0,0,1,0.12262838282397784,1.001287477195233
0,1,0,79.37902177953796,0.20354453886287446
0,1,1,104.61647242345565,1.0195618758918639
0,0,1,0.14570621826903318,1.0181992177930614
0,0,0,0.11841932309479929,0.20609456629383693
0,0,0,0.10735866921906914,0.20025137669388884
1,0,1,0.14236566696732594,1.0028697876854844
0,0,0,0.1399167730152402,0.19763114648540558
1,0,0,0.10453651056565191,0.20014748741521396
0,1,0,105.05955770018693,0.19865634106296973
0,0,0,0.1340423314215456,0.20098751571902815
0,0,1,0.1352191677291642,0.9979616572168375
0,1,0,77.39678247259027,0.2030652678211158
0,1,1,108.43622879819029,0.990712309205122
