emg_rms,activity_level,EMG_Abnormal
0.39404795924659225,7925.125272293964,0
0.6026534866226713,9765.368101937365,0
0.519415509869608,4902.875023804571,1
0.6937289981065778,3152.3462309591223,1
0.35958938122452955,0.0,1
0.43446757068044634,3548.0878908436557,1
0.42157836937356846,5715.8578937524,0
0.20729701037357628,9997.808102091836,0
0.5592240554129152,7682.834230582421,0
0.5522110544359778,6762.713511766882,1
0.5010226913284922,4999.700846747172,0
0.4530825733249706,4542.085706860109,1
0.21692585158991712,9514.11899376991,0
0.4158709354469282,6501.846351895973,0
0.4314570966946461,743.498270197445,1
0.3395445461556762,4316.150880256893,1
0.4677428576667982,3854.4599205709333,1
0.5808101713629077,4634.339977056337,0
0.8772371802421061,7407.276650712713,0
0.5349155625663677,5731.387795514376,1
0.5515100781445529,5807.836482490845,1
0.48511081684676655,9283.682903313093,0
0.11624575694019168,4258.847275533279,0
0.4946972249101566,10660.498814718374,0
0.5120460419882052,4321.731021572285,1
0.9926484224970573,6222.995491531428,0
0.4615278070437755,5296.991011493083,0
0.5603094684667225,6308.547833752403,0
0.49305764605895136,7111.479987682822,0
0.26626439247609357,7084.588100222191,0
0.7285645629030041,4117.206673448551,1
0.6503866065373548,3192.7133063810734,1
0.6582063894086094,12257.929477264277,0
0.3181225090410522,4790.0391509986175,0
0.7805588621872199,7748.031096679966,1
0.21962978744154382,1980.896723692008,1
0.6173714187600541,5300.968200238308,1
0.9380911251619957,5682.001540043892,1
0.3018927349738623,7182.037674819581,1
0.38674045407944563,0.0,1
0.5199302730175283,6415.351532695827,1
0.39930486917676017,3125.6463615802677,1
0.18986731378677346,6810.86427798731,0
0.5137125949612055,3409.1770079045928,1
0.287539257254779,3861.2932601860466,0
0.5947184861270363,5315.93097401683,0
0.31611515315323935,3369.1763259920117,1
0.8099868810035079,4811.163883161613,1
0.34334934153275254,3016.560578641712,1
0.4355876967588649,1417.073870753181,1
0.662703443473934,8544.892631073399,0
0.25382713671320895,2759.8782679401793,1
0.5454919869208259,5553.297780980041,0
0.7614285508564856,7882.227703734462,0
0.17850335308775445,4462.639743709892,0
0.5369267717064609,3937.0852506361553,1
0.5519765588496847,6565.595221668554,0
0.656364574355462,8794.834556817881,0
0.2526098578243836,3076.7118372838277,0
0.23590867738314475,5624.630419956403,0
0.6043883131233796,1668.7635125816814,1
0.5593969346466372,5016.997490794525,0
0.5500985700691753,6085.511711345189,0
0.5692896418993951,3863.4383956123356,0
0.3639950556843018,4857.520415436921,1
0.5464507394322007,2479.433079231375,1
0.5586144946597362,6192.696528453734,1
0.35712971639472646,8639.235622207874,0
0.8731549022289513,3257.140325573841,1
0.5947665841823575,4443.320583619043,0
0.26173930055947026,7256.365616135455,0
0.6313107217267659,9030.226798306841,0
0.3050636659545357,2267.025469477672,1
0.6574169207484905,5578.038156460127,0
0.7317191158014809,6707.827055798813,1
0.33586353632965793,5744.85902342788,0
0.6926752258488644,0.0,1
0.5825561853872997,7252.72502327193,0
0.664412031998898,9798.34087772661,0
0.8793585965307895,6291.654377923758,0
0.45092237679942593,3422.234866764342,1
0.34925276712850206,4717.181884089292,0
0.32209711407489533,10424.782669138982,0
0.33683794300691233,8274.906352151396,0
0.4845796581171792,7600.0665459608235,0
0.5682303949633287,6891.03145883594,0
0.5553381598660038,4347.157219522569,1
0.6654366498072047,5498.572048360578,0
0.5026003783755814,5805.19316080371,0
0.7907068154314634,7373.93579016111,0
0.44706863335240876,9772.297235667258,0
1.0440338333179238,8795.84534198282,0
0.6251334695530013,2451.5391105098984,1
0.3285684887167435,6559.987422252621,0
0.28582150038777754,7841.908362919743,0
0.5964944830486371,7547.150825361588,0
0.45530744293482983,4426.915591531451,1
0.6428000988184184,13285.273039420903,0
0.594647524914709,2807.288594172203,1
0.4854342174686255,3292.028883334875,1
0.330641256386319,6583.987703153941,0
0.19703055506282707,11292.007637409633,0
0.4106970095865958,3909.512873239573,1
0.6712797588646945,5335.429085882519,1
0.5428187488260408,8693.234182539232,0
0.2508522442576024,5955.3446127806665,0
0.5346361851702364,5163.490363674261,1
0.5770634759457673,7414.0822547168,0
0.3232285127597734,6681.294975573983,0
0.5307450211891056,8576.09696409198,0
0.5116417436892,9228.672222663408,0
0.27140594043387534,6767.507650013405,0
0.5715574720696567,6729.331813445772,0
0.6121569052736469,6535.277455715333,0
0.7166102486350554,7222.826391623219,0
0.7107604104069806,6137.92659467866,1
0.22446612640858177,5998.478794194277,0
0.31243499201697544,8991.567802068106,0
0.603007053441732,9790.290450887607,0
0.6027571901824418,2231.117638416448,1
0.6030095372612096,6025.052879351422,0
1.2705462981309443,4278.2639163869135,1
0.6141781021386334,5222.571333784819,1
0.7271131280361198,7006.290524338304,0
0.6908003526986405,7673.595928856171,0
0.6302782502611596,5719.683890971638,0
0.43694615107193086,1216.649163192993,1
0.6517938440986535,3587.386048559551,1
0.3454349570924856,8241.249175500416,0
0.45263627865199824,0.0,1
0.4029272904341793,8968.567879205,0
0.5163748278772645,7303.074976611353,0
0.9629317133347017,9290.440203825056,1
0.12654696148165034,5503.577032797599,0
0.6372520380749027,846.4864399427379,1
0.17745682576206967,7075.906603766245,0
0.40561362684211333,9186.632810095853,0
0.7177901193934733,8311.804513783552,0
0.5128560038190926,4343.271291279912,0
0.28445104441413877,6216.902688656617,0
0.3569392581480063,4667.90932805019,0
0.6359195497869352,3951.8338395265696,1
0.35392667365657265,8388.471427949627,0
0.543291717916395,3006.1692218370945,1
0.5091143679807627,3765.4589235459684,1
0.36967993047883657,3239.9359163190366,0
0.9287888178650652,2274.3811917523835,1
0.6267838044636023,6366.0357296065085,0
0.09497148266847855,8903.757621204939,0
0.5372908629538855,5537.808109386836,1
0.3676427070463224,2235.630498589584,1
0.6704866669592449,8099.861349355069,0
0.34149585231345986,10214.254385087428,0
0.4770527117066202,4384.394189633514,0
0.6009974557960914,4803.6143332057045,0
0.6731510388340243,7289.151575208485,0
0.2599407185888447,10054.684369462628,0
0.43309975283181035,4700.414635686935,0
0.4050109377678088,2668.8755475044877,0
0.3693341534852576,7578.546515681016,0
0.8530908480562194,7997.670182855749,0
0.5809963421921911,6015.328626088067,0
0.24782320913299094,4604.6668508563735,0
0.6835723894109552,8485.946827480115,0
0.9244312394025267,7320.090011369911,0
0.7064930521102294,4078.911207741268,1
0.19612600680919728,6122.736828264179,0
0.4031531854267497,2620.7311699383836,1
0.7533822298373245,7714.7261410948,0
0.3584661068762438,5344.4160765428605,1
0.5887638856292456,4910.722919038157,1
0.6549268106858673,5917.813787118915,1
0.3146139056843834,6100.76924832562,0
0.48809492878764,8237.325153913902,0
0.05,7477.726328313054,0
0.295122471733142,5608.976803017993,0
0.4494863697213679,7909.170374297488,0
0.2504433636070301,7001.843134229032,0
0.8264822607863271,4933.500909284907,0
0.21397172440787343,5688.204604408786,0
0.41199110266060324,5629.442777892198,0
0.5261481154572183,7263.153357935504,0
0.7882546578132231,5082.443463195896,1
0.2128275697641121,5023.977033945916,0
0.732632750430992,10921.893273584898,0
0.5020466122039174,8349.338704367761,0
0.3036982697904098,4098.498338937152,0
0.5924206948526541,7427.352484855495,0
0.539811939114694,6295.875164137943,1
0.3799566245682411,6978.8779381502345,0
0.5139604169980038,6343.353311412761,0
0.42293728062764796,8974.10661371309,0
0.5227034690502496,6864.050861628615,0
0.6324261349042093,5844.778254464281,0
0.8172033632290705,8605.476442457544,0
0.25243690023463017,6583.21260271968,0
0.9266066749312534,6303.696448322645,1
0.10958244009549961,6785.056506215286,0
0.4696429809928833,5765.977441584084,0
0.6176634412969153,6023.067482488672,0
0.5561983735470065,4533.263528095318,0
0.37546009603588126,4122.081950940303,0
0.45837554992854496,3503.574033793901,0
0.4013998130682334,2520.0417830073097,1
0.3821270486111577,3800.7065965386087,1
0.669920419404205,5564.332413832686,1
0.5714030971930095,6257.793956114093,0
0.36141808094786915,5321.758592130898,0
0.6799199750866501,110.74127468160532,1
0.5614599041753219,9936.465894405856,0
0.662572423767792,8716.200307225954,0
0.6259257683847225,7114.399628042822,0
0.33420099781558554,10768.72668138317,0
0.3879637919606061,3556.5897062907234,1
0.6494587210246524,10719.06280156501,0
0.622074053086693,3586.96480812363,1
0.49581968120717035,6596.844813228391,0
0.5234654766617564,2815.406687164489,1
0.755532979157685,6036.735238860917,0
0.38168572223283403,6965.416244995971,0
0.6094194762340076,5613.274172163613,0
0.4595614695132212,7784.693610225344,0
0.45646375935455596,6247.536123718143,0
0.719755370397438,4693.963179056227,0
0.665083269797606,4582.966705494152,1
0.6627019272001278,8027.284431539241,0
0.7610957614308658,4365.644925482581,1
0.5042007683265518,8288.507426212342,0
0.6363905942589928,9056.779482079826,0
0.4379466486813088,1828.2153441346754,1
0.5648332704976884,8832.315968252587,0
0.4739713891264631,11151.056746111746,0
0.5193991929985436,6630.009403004821,0
0.6190314050873827,7497.710463237056,0
0.3363558633533055,8592.513310922895,0
0.918477455137092,5311.294212052444,1
0.2987965237000596,6455.700558844675,0
0.25716227744245357,2714.501175942227,1
0.7316221747000136,6346.5875713261275,0
0.6583325387925871,7245.279989111354,1
0.624823963410431,7290.407557316174,1
0.625669101852856,8663.56180899395,0
0.49755064543061706,4062.994554661177,0
0.32054912570283367,4668.483108316259,0
0.5151609116387452,10738.768364978387,0
0.36456765769757765,5624.179065590725,1
0.6950239466835503,6500.08446828082,1
0.47058852369957227,5832.474895686947,0
0.33490056064149765,3945.797934237444,1
0.4357228316694013,10058.823027229515,0
0.5825862908551249,4680.746470198485,1
0.38725508943920506,3181.786190732675,1
0.3355559208867137,4873.149306743121,0
0.5487374422983825,995.7349956861663,1
0.5489933142217446,4371.781337542046,1
0.39861136492577404,3579.6785053691833,1
0.4057923388763354,7543.571577318311,0
0.5464099874715272,4316.464401100318,1
0.2103831317005352,8219.50983894712,0
0.21850724512468894,9496.209982673303,0
0.3563111557495128,7952.938340718998,0
0.45731056965763056,5461.529277849809,1
0.562181513119601,6352.786241763983,0
0.7950712433899104,2187.5376496398508,1
0.6715319246404039,5665.551568696901,1
0.4680122940073146,3848.9038298329174,1
0.49619675841946226,7735.815952873247,0
0.2994941270724382,12431.880973111185,0
0.49629737280152203,7249.554089934523,0
0.4422682722159723,1022.1496276133339,1
0.5645437120676179,5096.924517714067,1
0.33455381128953543,6306.227313436137,0
0.6038693028482345,6218.393563150659,0
0.8065477826005156,4172.967185978117,1
0.4782479703086285,6613.229356592338,1
0.5803423444197883,2893.747907701532,1
0.6380287983422225,3637.7281932873325,1
0.4197559056228327,7614.494104009278,0
0.5448184963620833,3460.8419228004354,1
0.502518480156359,7345.529013730643,1
0.5195352197097663,2576.340563359855,1
0.34539804322890666,10412.06470947934,0
0.5049020348517885,4064.3251939898632,1
0.5995996582490899,5440.83357049139,1
0.7902287215590084,6826.533152726015,1
0.6918541652170414,4586.625118747264,1
0.9306364915023113,6358.514902678261,1
0.3465304874223901,7438.391811300315,0
0.6744641273441356,8401.533081258713,0
0.5366684011476703,7978.743589932393,0
0.9379605866435345,5570.473840493315,1
0.3383403429289697,5633.420564890995,0
0.33205563156384477,11872.77139506258,0
0.3801214709111956,8374.72267062323,0
0.07522085513803861,3695.4408591994656,0
0.3948489956638478,6249.97040941388,0
0.3481734676892604,5162.1421530545185,0
0.5300787572952416,5661.6644151922255,0
0.5683511951554319,2926.26210572978,1
0.8752341678431772,4970.191914035117,1
0.69008476763721,10528.889432984783,0
0.3846192688675194,7447.690752188757,0
0.32031706573032837,0.0,1
0.5983838343013012,9041.808731244866,0
0.23595335859587158,8724.073807272904,0
0.8662917531708707,5101.7867392339585,1
0.7358880241442574,7793.158859458038,0
0.40616486957905906,3851.501972956998,1
0.1573730941818245,4824.360709334107,1
0.7707744748330826,9746.365901674635,0
0.47709203094947644,5320.674900325729,1
0.7475632623946924,1325.6708451125223,1
0.18111446824112654,5841.741943046658,0
0.38012499540924544,5803.529017714108,0
0.5010487399436366,8995.921423433649,0
0.5093961187529484,6035.8410554394,0
0.40998690570415125,4946.044221399268,0
0.6245699864694998,8612.640363078015,0
0.2864759141234811,6301.975581252776,0
0.4715241029957413,4124.9432960857075,0
0.5240591263423797,8887.493901354044,0
0.6028877668117498,6484.154411291998,0
0.642322975617778,6007.314916698594,1
0.2750715816324262,6444.770978529136,0
0.19317716585287553,3323.3290714585073,0
0.7555353643797018,4680.865559554157,0
0.5664628023959183,6008.956504581958,0
0.3503026926886893,5513.3407624383,0
0.8102303951045047,9181.07095704149,0
0.5231349268585718,6543.514631817508,0
0.7358594368127653,8137.259806591006,0
0.5135036962820217,6023.488386439623,0
0.9121495849763974,8640.721209365307,0
0.851068168488641,6993.819391432885,1
0.4502071703041853,6033.55121347115,0
0.6943141901908711,5966.792277602452,0
0.6290751899170295,3613.9034342725918,1
0.7737263115064698,7267.289300340777,1
0.3070153078839791,5899.488163659053,0
0.6372102919996878,4745.020099546989,1
0.7116848973699176,8766.154427030178,0
0.14825210271537714,2874.459935262997,1
0.26334829746684496,4943.7602614189145,0
0.09215356444797984,8569.296871948834,0
0.44611863311108846,6788.807352300633,0
0.6435084511591924,5880.352680868106,0
0.8004714104192057,6627.508857875367,1
0.514818956083955,6448.535427622103,0
0.8257231091142584,2208.3436342851965,1
0.2239797083570217,5126.845286630096,0
0.15932351212896906,10041.304136284372,0
0.4888904602206762,4351.689663057081,0
0.5768130897878615,5204.247464739165,0
0.4934610503811814,4645.948091727031,1
0.08651157999202463,5782.461941704656,0
0.48217599209744233,4542.192921689255,0
0.23910609989902937,7216.85375539515,0
0.6339345097660077,6493.283530725666,0
0.5733196492193696,7933.869037767545,0
0.31202404273452894,3372.647084527599,0
0.3972266165326613,5149.148792792742,1
0.2881572956222097,5435.693420969663,0
0.4874641805453656,7139.117275221487,0
0.6910284641002477,4016.9470069824138,1
0.30285479073289123,8289.134510645861,0
0.6008093031035688,8966.038976294021,0
0.39394847632551183,3527.8191309110402,1
0.3414254335475312,4772.817762766086,1
0.47859392800908845,4670.171229269769,0
0.2929515355161252,12580.965511693747,0
0.3892701389305636,4925.249736980283,0
0.26042442148223033,10194.063605390336,0
0.8929450265832779,2833.420012233476,1
0.5070527103943457,3525.8725845890913,0
0.36005489840148286,4283.488670379498,1
0.5427959821468444,3885.776721383694,1
0.477534390061834,5330.253164603753,0
0.4558060800933554,4228.054493196254,0
0.6228333400086851,3951.646018163566,1
0.651501542009461,8896.179991183319,0
0.3938997704778945,9059.484056282912,0
0.384836351871064,8373.24124593829,0
0.4449896605696712,7309.99738896082,0
0.05,6231.85766444888,0
0.19696178756028954,4757.423273335228,0
0.7733748534889049,3617.10623811227,1
0.8289935427002568,6907.489258581719,1
0.4501927920887243,3065.9240186330053,1
0.6153113926111533,3515.1976770615165,1
0.5622500309087072,8882.283140512023,0
1.1157761616910475,10751.622604305217,0
0.7239149822869153,6983.237845416202,0
0.4744164817038467,8766.14288073661,0
0.3088919118799148,5385.379206390042,0
0.17871073594848547,2655.8145347807895,1
0.5406927271734446,7530.42904654646,0
0.34872985094313935,7423.22330817516,0
0.21554925808046516,6179.17138470061,0
0.37068542315149466,5394.061354737221,0
0.28369039927712103,8405.526446452744,0
0.837428327014513,3535.667416431314,1
0.6763279513898901,4065.5485527733554,1
0.49840547173667654,3479.73373309893,1
0.7959888277780052,6212.432406589568,1
0.5154736615295237,3280.2674697268544,0
0.32774315973434726,4289.394548711891,0
0.8046248154539315,4235.611094432005,1
0.6077820087369318,5348.479169165104,0
0.2925507691347087,2281.563883990058,1
0.4619322643832784,6218.012480093167,0
0.32487634932304854,9118.259126661695,0
0.22344005380713278,6338.728430791904,0
0.6852355095063283,9853.302862003302,0
0.8818833280940261,9334.995464692312,0
0.22028648523617173,7944.337618119636,0
0.6125938473381142,6186.714606592214,0
0.3698714861756346,6056.250970613599,0
0.4025749232470608,7909.49943090815,0
0.38152121515222615,5020.823476239919,1
0.3272018460640368,1293.6981213313402,1
0.5097043255889654,7230.010135257399,0
0.33380997671779244,3172.328425162572,0
0.5540913651559678,3594.646929524038,1
0.4899523781101726,6000.55986998947,0
0.45221039062671803,5762.187806116325,1
0.31848726759168045,2469.8109842109243,1
0.38464573388633344,6413.728910332851,0
0.6510782451651512,8415.349152152621,0
0.6001834375248761,3179.146074335543,1
0.3044889510402898,9181.208327121898,0
0.5198664610858452,2099.57293717514,1
0.6502774246743578,11293.310360927382,0
0.1661189437757256,4971.848923791292,0
0.608672038475987,6364.0424920672285,0
0.36747524821083066,1269.9160687858248,1
0.6141197337186319,5844.659833826729,0
0.34734816869149665,6571.2054442954795,0
0.13902357986709618,5784.594739751264,0
0.17449151242336747,4592.297307369066,1
0.5096169893322764,3633.588703680463,1
0.5519445003442964,8826.316548843277,0
0.31913667497911824,6077.0178374948755,0
0.6277184917554748,9851.88094129193,0
0.16769598754620801,4683.794113012693,0
0.4867840402705367,4913.013266569458,0
0.2577967600475086,8038.985611490407,0
0.36963277843956815,1942.56259499109,1
0.5094797342632829,2966.3415996176923,1
0.3279173269432095,8743.712428382909,0
0.4230888911540349,3070.165176942013,1
0.7012585618428882,1452.372461743631,1
0.38462162609537026,10671.317970182728,0
0.6671384224130283,2515.4558803144864,1
0.27405862906847633,6460.298495820424,0
0.6059608355830566,6172.712981810678,0
0.7883137241315801,0.0,1
0.05,5331.707442080477,0
0.34062094890590466,7121.033123697774,0
0.615414425436108,6885.773453797152,0
0.4593909227914015,8258.801709508754,0
0.5742291746742618,5031.271712736415,1
0.3792029626568359,7781.261105230402,0
0.51731795749458,4276.677329799821,1
0.46886455292158413,2473.831458968062,1
0.7335564123319614,2755.6790607969187,1
0.5508841686602426,2344.723862011463,1
0.5675205324150404,8523.964919727985,0
0.4176246067755065,2213.5662273536086,1
0.4024787551855013,6685.097101623258,0
0.4134883624360758,5335.189514818918,0
0.5788904284756594,5743.378566373421,0
0.41580310383594743,9409.01823799925,0
0.5579549713792826,4903.931581961817,1
0.9150801597290878,7529.003903874208,0
0.6742249406863385,6093.908378452779,1
0.43479529356643176,5619.952735918256,0
0.740242784432789,11749.922810966184,0
0.4183849253956897,2396.645635711576,1
0.0923750929644292,9222.829588593613,0
0.29838273781651914,7641.01641372493,0
0.12584161579482883,4801.18751342054,0
0.42969730319173827,10073.296293604031,0
0.5036836758379103,1379.724719028658,1
0.8352874624550566,4695.5833567523205,1
0.5653854747528325,2978.7944893273097,0
0.45617989423822713,7030.20866217865,0
0.6658811162366979,3217.339747032056,1
0.05777293819842294,7082.659866853298,0
0.5471229116217132,5533.908960446115,1
0.6541730387773934,4801.61514335979,1
0.2042827508440317,6971.618115083276,0
0.7287508086413859,5328.445940154839,0
0.5676992814988828,3278.412892352403,1
0.4169424172198397,13003.432474087447,0
0.626556373221257,4782.082042427139,0
0.9541385715608792,455.97729961996356,1
0.5363732510116991,3894.7532756965284,0
0.5496441172600672,2831.8082790681747,1
0.40812782009195114,8065.364040101289,0
0.33003112610704166,6804.131648978965,0
0.6660671633088491,6996.782004475861,1
0.3287832348182266,5074.943835406889,0
0.5143132474438785,5301.624382357696,0
0.40446851064697664,5072.67224098083,0
0.5957959651492784,5797.017039661326,0
0.5667324210573896,8088.333588412088,0
0.7075079888515798,6840.188531263366,0
0.3979967202290506,7250.2820740521665,0
0.44602501294132574,7248.897270623007,0
0.3042472568435385,8211.106093454346,0
0.4111413479847777,6720.375103850636,0
0.5754600986089704,6897.120181697297,0
0.6513977233290704,8972.01560298289,0
0.31556693516447487,4337.38520499222,0
0.6739211840211321,3860.6435501212322,1
0.7711275717609902,3035.19600203286,1
0.5826869806447401,6457.28640905064,0
0.8753591625116133,1365.669396952192,1
0.3452421601792854,7155.385240149193,0
0.2510690593377166,5727.0172637486185,0
0.14425595021914428,8836.599249552643,0
0.7992088622978366,4320.206723837524,0
0.6308731312708116,5491.704286456233,1
0.48888306581790897,8805.508333233422,0
0.5559937252639641,9457.83911694538,0
0.2749021905403247,4299.61908562045,0
0.9891503959233653,6454.4530814679,1
0.5258442363950455,6736.04744421012,0
0.5218789589209786,6934.133514052871,0
0.6451533247797384,5343.560851710945,1
0.5962018463473426,9203.458495309087,0
0.5447768048558262,1275.7412909461364,1
0.3419051089109376,4947.17441299729,0
0.5942936714271991,7119.826831932367,1
0.8764048992950068,7143.062029873359,0
0.7690840092309956,9381.897576536907,0
0.8186373253278794,8995.563483003218,0
0.397756864713763,5286.14593673194,0
0.3020790359482838,9249.678108826512,0
0.4748426159800704,4214.895640556363,0
0.5111449824577389,8327.218456979594,0
0.7188383036941897,10526.306196052483,0
0.16150707405703613,9037.360267137423,0
0.8059100638921228,6264.425958810308,0
0.4683984202842021,5170.553070569695,0
0.41462378601051597,2178.5217593517846,1
0.29757912494796646,6776.34909478551,0
0.1690286656268461,3211.956930072702,1
0.6646341167923829,4017.1633409651577,1
0.5146635934376808,3023.135498158321,1
0.24200782005178922,4849.019168358362,0
0.24098424558727677,5930.076463782544,0
0.4328430601419744,6684.036452914263,0
0.8338043050578786,4498.733411465091,1
0.44808172972727905,8673.209265987958,0
0.19937140937637876,5479.486855025085,0
0.45085138718281115,4030.6939168362023,1
0.4454552860504659,6565.730668108591,0
0.05,10908.88208385954,0
0.48914102669643755,6837.901416337794,0
0.4538130939582644,5092.860931565982,0
0.6392412729626837,2181.34660970324,1
0.8697912189890691,5451.469197569824,1
0.7253130059095515,6587.320312720289,1
0.4462222618890339,5031.047771861075,0
0.2786948182516659,1836.538404397501,1
1.0146719606499721,3873.5865262414154,1
0.5118436868028976,9636.346152219394,0
0.5027858583825893,9585.002509326152,0
0.49517498257799936,3783.4020769885046,1
0.539616952153571,7681.891967998555,0
0.4711279176152115,3053.5680380745657,1
0.38526759862395277,9510.790704987381,0
0.3906282117519216,6613.0896197355905,0
0.49344934595680034,8374.103746541336,0
0.391315045773247,1712.2666320436529,1
0.3574308434645671,7694.09275481222,0
0.5212860455383793,5980.814840788741,1
0.44900455651582893,8129.822676977106,0
0.8007985977165377,8287.169495244623,0
0.05,6164.4617236868735,0
0.7183013703844924,4497.925902260213,0
0.7492170384995258,7949.240455448736,1
0.08532195351837008,5849.613751487181,0
0.43146248118393027,3818.0376161808936,1
0.4257118268008417,3699.6194213557856,1
0.21849766105643575,2307.088959219046,1
0.3444366624818249,4724.2721010923415,1
0.27788483090683425,8756.730115185946,0
0.8504540886847245,6444.5744992635855,0
0.6871356786294922,4675.580735192399,1
0.7543110189988318,8012.1398454502,0
0.644334412808647,3918.808445691528,1
0.27418964575655413,6238.375685831947,0
0.39509594674404525,5550.924068186212,0
0.5978749122455836,7947.826563970881,0
0.2555744382216109,2056.929072701248,1
0.6425996860344776,3874.5056354633607,0
0.451934920368373,1904.385852263666,1
0.4250358384900805,5351.008195476825,0
0.6421919936406983,9028.568759081076,0
0.5888526622972079,4736.381975866182,1
0.427806766836184,4723.290154510873,1
0.7318659606728496,8179.311060460341,0
0.2837873344800205,8671.37389613825,0
0.6231871213888528,5778.572331828025,1
0.6186202515936767,7711.78713512473,0
0.43809071213720197,3307.613647805134,0
0.5652266044484235,9444.935834813536,0
0.24977728472293942,11371.76573484263,0
0.6848054038413802,7303.039477971812,0
0.4630195727114022,789.1709466429984,1
0.3954553958961921,4604.42434400554,1
0.7098018451673779,7532.063304173304,0
0.3591312618914482,4946.292507084093,0
0.21830774072728804,9180.496385625243,0
0.18867416529521924,7470.393161089663,0
0.6212019902691279,4233.811248085509,0
0.24391412950074337,6080.662026928132,0
0.850958836396873,3765.4169484022746,1
0.08361411842325556,5543.537803968896,0
0.8392912736580076,4613.51689891862,1
0.5422034934405237,8936.904500582596,0
0.48065737762592153,11290.030142077489,0
0.39101618263821003,2422.02916691062,1
0.5798272228704142,1191.9592844756198,1
0.49247305951503034,5387.068945371536,0
0.7206603764033043,2203.9607529282935,1
0.5228455297324079,6115.529009177293,0
0.5300603522923755,7872.340284514817,0
0.42727755755722885,9735.354743167063,0
0.4886108752557865,6503.486396788203,0
0.5615603537784118,5517.111937876052,1
0.15796632146867484,1054.037708567289,0
0.2303629155788574,6065.4628729644965,0
0.6486528188045431,6178.218151373654,0
0.5341730876255883,7597.392035531863,0
0.4632033327294642,4228.779746177272,1
0.5036867866130786,4912.3684994103505,1
0.5695163410723342,2304.9943617395393,1
0.3920480639381277,271.76798278983733,1
0.3443390549195374,3228.757273008042,1
0.5391690510195363,2074.1854643674587,1
0.3043254444769936,6841.780738551528,0
0.5816505511428944,4704.664858332857,1
0.15948327915243188,4654.407174813027,1
